Time Stamp,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Yaw (Deg),Pitch (Deg),Roll (Deg)
348731543,-1621,0978,-0721,0050,0004,0034,089.9391,020.9588,031.3438
348737273,-1636,0948,-0734,0059,0015,0039,089.9615,020.8442,031.0799
348743089,-1600,0955,-0750,0055,0022,0040,091.1873,021.2792,029.9581
348748853,-1598,0948,-0746,0057,0032,0041,091.3615,022.0432,030.9813
348754710,-1608,0935,-0700,0055,0034,0041,091.3679,021.8632,030.6373
348760475,-1612,0948,-0715,0054,0038,0038,090.1084,020.4911,030.1311
348766326,-1607,0941,-0716,0058,0034,0038,090.4507,021.0153,030.5251
348772177,-1627,0956,-0709,0059,0035,0034,090.6084,021.0500,030.3301
348777985,-1631,0950,-0698,0058,0027,0036,089.9100,020.5365,030.4606
348783815,-1608,0965,-0704,0053,0017,0027,089.7631,020.2655,030.1848
348789663,-1595,0943,-0682,0053,0012,0021,089.5928,020.6378,031.1080
348795503,-1584,0948,-0709,0052,0005,0016,089.3978,020.1610,030.5303
348801303,-1596,0953,-0732,0047,-0004,0012,090.2429,021.1211,030.9443
348807076,-1602,0964,-0705,0045,-0007,0005,090.8014,021.5501,030.8196
348812749,-1613,0985,-0702,0051,-0016,0004,089.4821,020.5445,031.0564
348818506,-1625,0975,-0724,0056,-0018,0003,088.9981,020.3499,031.4520
348824245,-1619,0980,-0721,0059,-0020,0000,090.0701,020.9799,030.8879
348829889,-1631,1007,-0735,0056,-0019,0001,089.6889,020.8386,031.2111
348835670,-1640,0999,-0752,0057,-0012,0003,089.5277,020.9971,031.7441
348841426,-1649,0981,-0710,0059,-0006,0009,090.2850,021.4318,031.2956
348847176,-1642,0998,-0735,0060,0000,0015,089.2250,020.1861,030.6849
348852801,-1620,0969,-0729,0058,0005,0021,089.7531,021.0130,031.3513
348858594,-1636,0976,-0716,0056,0014,0028,090.2232,021.1390,030.8222
348864435,-1641,0964,-0723,0054,0017,0033,089.5073,020.5305,030.8242
348870286,-1621,0970,-0736,0048,0029,0038,090.1659,020.8531,030.3829
